Datetime,Close,High,Low,Open,Volume
2025-03-11 13:30:00+00:00,230.8699951171875,231.67999267578125,222.0,225.2700958251953,28654265
2025-03-11 13:45:00+00:00,232.89999389648438,236.2895965576172,229.49009704589844,230.97999572753906,11448433
2025-03-11 14:00:00+00:00,230.7100067138672,234.92999267578125,227.11000061035156,232.84500122070312,10596239
2025-03-11 14:15:00+00:00,222.6501007080078,231.86000061035156,222.5717010498047,230.75,8155153
2025-03-11 14:30:00+00:00,223.11599731445312,225.5800018310547,220.39999389648438,222.60000610351562,8582961
2025-03-11 14:45:00+00:00,223.9499969482422,226.41949462890625,218.02999877929688,223.10000610351562,9474418
2025-03-11 15:00:00+00:00,229.39329528808594,230.5500030517578,223.16000366210938,223.92999267578125,6494047
2025-03-11 15:15:00+00:00,228.39999389648438,230.98989868164062,227.64010620117188,229.37010192871094,4812612
2025-03-11 15:30:00+00:00,231.52999877929688,232.6999969482422,228.07000732421875,228.38999938964844,5184399
2025-03-11 15:45:00+00:00,227.58999633789062,232.33999633789062,227.35000610351562,231.60800170898438,4015438
2025-03-11 16:00:00+00:00,226.6199951171875,229.27349853515625,225.91000366210938,227.58999633789062,4106444
2025-03-11 16:15:00+00:00,228.23500061035156,229.28990173339844,226.3419952392578,226.70640563964844,2974611
2025-03-11 16:30:00+00:00,229.3986053466797,230.4499053955078,227.5,228.3300018310547,3038660
2025-03-11 16:45:00+00:00,227.3000030517578,230.11000061035156,226.3914031982422,229.39999389648438,3080817
2025-03-11 17:00:00+00:00,225.625,227.6999969482422,225.0,227.3031005859375,3050723
2025-03-11 17:15:00+00:00,223.80999755859375,227.49000549316406,223.5500030517578,225.60850524902344,3304920
2025-03-11 17:30:00+00:00,226.5500030517578,226.6898956298828,223.5800018310547,223.75,3028479
2025-03-11 17:45:00+00:00,228.2550048828125,228.69000244140625,226.0399932861328,226.49000549316406,3433902
2025-03-11 18:00:00+00:00,232.96409606933594,233.14999389648438,228.14999389648438,228.2899932861328,4758008
2025-03-11 18:15:00+00:00,233.22799682617188,234.44000244140625,231.3800048828125,232.98989868164062,3901323
2025-03-11 18:30:00+00:00,234.8350067138672,234.94000244140625,231.53160095214844,233.1699981689453,3781897
2025-03-11 18:45:00+00:00,235.03750610351562,237.0648956298828,234.22000122070312,234.89999389648438,6330638
2025-03-11 19:00:00+00:00,233.51499938964844,235.70989990234375,232.25999450683594,235.0800018310547,5400517
2025-03-11 19:15:00+00:00,232.6820068359375,233.7899932861328,230.82000732421875,233.50999450683594,4734971
2025-03-11 19:30:00+00:00,233.125,233.58999633789062,231.55999755859375,232.72999572753906,3918916
2025-03-11 19:45:00+00:00,230.5,234.99000549316406,229.6199951171875,233.11000061035156,7943440
2025-03-12 13:30:00+00:00,248.77000427246094,251.69000244140625,244.3000030517578,244.65280151367188,28509369
2025-03-12 13:45:00+00:00,246.67999267578125,250.65989685058594,245.2100067138672,248.8699951171875,8926778
2025-03-12 14:00:00+00:00,247.1300048828125,250.85000610351562,245.3800048828125,246.6699981689453,7156853
2025-03-12 14:15:00+00:00,246.89500427246094,248.64999389648438,245.38999938964844,247.11000061035156,5765750
2025-03-12 14:30:00+00:00,243.39999389648438,247.24839782714844,242.76010131835938,247.0,6344400
2025-03-12 14:45:00+00:00,244.22999572753906,247.36000061035156,242.8000030517578,243.35000610351562,5299338
2025-03-12 15:00:00+00:00,241.9499969482422,244.8699951171875,241.10000610351562,244.30999755859375,5664496
2025-03-12 15:15:00+00:00,244.8206024169922,245.41859436035156,241.52999877929688,241.97000122070312,4101588
2025-03-12 15:30:00+00:00,246.7899932861328,247.1300048828125,244.52999877929688,244.8800048828125,3300549
2025-03-12 15:45:00+00:00,246.86990356445312,247.5800018310547,245.55999755859375,246.8000030517578,3520214
2025-03-12 16:00:00+00:00,249.94500732421875,249.99000549316406,245.47999572753906,246.86000061035156,3963184
2025-03-12 16:15:00+00:00,249.3000030517578,249.99000549316406,248.50999450683594,249.9199981689453,3212262
2025-03-12 16:30:00+00:00,247.92849731445312,251.83999633789062,247.39999389648438,249.30999755859375,5006460
2025-03-12 16:45:00+00:00,247.7100067138672,249.7799072265625,247.60000610351562,247.875,3084882
2025-03-12 17:00:00+00:00,249.77000427246094,249.77000427246094,247.47000122070312,247.75,2529840
2025-03-12 17:15:00+00:00,250.23989868164062,250.9792022705078,249.10000610351562,249.75,3068343
2025-03-12 17:30:00+00:00,249.5449981689453,251.10000610351562,249.14999389648438,250.1199951171875,2778533
2025-03-12 17:45:00+00:00,245.77999877929688,250.5,245.75,249.47500610351562,3250895
2025-03-12 18:00:00+00:00,248.3892059326172,248.67999267578125,245.75030517578125,245.8000030517578,2993228
2025-03-12 18:15:00+00:00,249.36990356445312,249.5,248.19009399414062,248.34500122070312,2202585
2025-03-12 18:30:00+00:00,249.32000732421875,249.5,248.42999267578125,249.42999267578125,2004689
2025-03-12 18:45:00+00:00,249.24000549316406,249.82000732421875,247.68490600585938,249.3300018310547,2544896
2025-03-12 19:00:00+00:00,248.80999755859375,249.3300018310547,247.5800018310547,249.1300048828125,2299520
2025-03-12 19:15:00+00:00,247.70350646972656,249.014892578125,247.4499969482422,248.8000030517578,2499085
2025-03-12 19:30:00+00:00,246.9250030517578,248.3800048828125,245.97999572753906,247.75999450683594,3750627
2025-03-12 19:45:00+00:00,248.27999877929688,248.35000610351562,246.10000610351562,246.93499755859375,6653853
2025-03-13 13:30:00+00:00,239.25999450683594,248.2899932861328,238.72000122070312,248.125,17305569
2025-03-13 13:45:00+00:00,236.11000061035156,240.5299072265625,235.6999969482422,239.22999572753906,8141764
2025-03-13 14:00:00+00:00,237.70750427246094,238.13999938964844,234.0,236.02000427246094,8409772
2025-03-13 14:15:00+00:00,239.4600067138672,241.82000732421875,237.14010620117188,237.75999450683594,7080808
2025-03-13 14:30:00+00:00,237.25999450683594,240.6999969482422,236.6699981689453,239.4774932861328,4404297
2025-03-13 14:45:00+00:00,237.08999633789062,239.69000244140625,236.4499969482422,237.2301025390625,4104208
2025-03-13 15:00:00+00:00,236.57000732421875,238.35000610351562,236.02999877929688,237.04690551757812,3245061
2025-03-13 15:15:00+00:00,236.14999389648438,237.8000030517578,235.6999969482422,236.63999938964844,2925598
2025-03-13 15:30:00+00:00,236.14599609375,236.44000244140625,233.52999877929688,236.1300048828125,5006996
2025-03-13 15:45:00+00:00,234.35499572753906,236.1699981689453,233.8800048828125,236.10000610351562,3046492
2025-03-13 16:00:00+00:00,234.88499450683594,235.99000549316406,234.1300048828125,234.4199981689453,2720704
2025-03-13 16:15:00+00:00,235.3699951171875,236.0,234.6800994873047,234.89999389648438,1974416
2025-03-13 16:30:00+00:00,236.8699951171875,238.49000549316406,234.8800048828125,235.39999389648438,3600110
2025-03-13 16:45:00+00:00,237.1645050048828,237.29989624023438,234.60009765625,236.8300018310547,3040166
2025-03-13 17:00:00+00:00,236.3000030517578,238.17999267578125,235.66000366210938,237.09500122070312,2198425
2025-03-13 17:15:00+00:00,236.07000732421875,236.44000244140625,235.00999450683594,236.3000030517578,1891197
2025-03-13 17:30:00+00:00,236.77000427246094,237.36990356445312,235.4499969482422,236.0399932861328,1694350
2025-03-13 17:45:00+00:00,238.0695037841797,239.27999877929688,236.69000244140625,236.75,2760319
2025-03-13 18:00:00+00:00,240.87950134277344,241.33999633789062,237.875,238.0,3619713
2025-03-13 18:15:00+00:00,240.7100067138672,241.00990295410156,239.58999633789062,240.94000244140625,2571876
2025-03-13 18:30:00+00:00,241.83909606933594,242.1497039794922,240.17300415039062,240.75,2540170
2025-03-13 18:45:00+00:00,241.3699951171875,241.97000122070312,239.80650329589844,241.83999633789062,2715385
2025-03-13 19:00:00+00:00,240.76499938964844,242.60000610351562,240.03399658203125,241.3300018310547,2692865
2025-03-13 19:15:00+00:00,239.7100067138672,241.5,239.27000427246094,240.83999633789062,2433105
2025-03-13 19:30:00+00:00,239.0800018310547,240.64999389648438,238.63999938964844,239.89999389648438,2581563
2025-03-13 19:45:00+00:00,240.69000244140625,240.92999267578125,238.1510009765625,239.1300048828125,4579411
2025-03-14 13:30:00+00:00,245.6999969482422,250.639892578125,245.16000366210938,247.30999755859375,13080784
2025-03-14 13:45:00+00:00,243.24000549316406,246.49000549316406,243.02000427246094,245.6999969482422,6594775
2025-03-14 14:00:00+00:00,241.82000732421875,244.6999969482422,241.1199951171875,243.00999450683594,6656921
2025-03-14 14:15:00+00:00,241.0399932861328,243.3300018310547,240.74000549316406,241.72000122070312,4440736
2025-03-14 14:30:00+00:00,242.4051971435547,244.0,240.8800048828125,241.1300048828125,4138573
2025-03-14 14:45:00+00:00,245.4499969482422,245.47999572753906,242.35000610351562,242.36000061035156,3639804
2025-03-14 15:00:00+00:00,245.78269958496094,246.6999969482422,245.07000732421875,245.46499633789062,3956414
2025-03-14 15:15:00+00:00,248.5950927734375,248.72999572753906,245.85000610351562,245.85000610351562,4110665
2025-03-14 15:30:00+00:00,249.27000427246094,249.75999450683594,248.11000061035156,248.5800018310547,3355646
2025-03-14 15:45:00+00:00,249.0749969482422,249.67999267578125,248.2801055908203,249.22999572753906,3457436
2025-03-14 16:00:00+00:00,247.10000610351562,249.0780029296875,246.6999969482422,249.0399932861328,2774007
2025-03-14 16:15:00+00:00,246.80999755859375,248.52999877929688,246.410400390625,247.02000427246094,2431507
2025-03-14 16:30:00+00:00,248.64999389648438,248.76849365234375,246.42149353027344,246.7899932861328,2020310
2025-03-14 16:45:00+00:00,248.89999389648438,249.1999969482422,247.92999267578125,248.5872039794922,2110592
2025-03-14 17:00:00+00:00,248.85000610351562,249.5800018310547,247.77000427246094,248.83999633789062,1979126
2025-03-14 17:15:00+00:00,247.981201171875,249.66000366210938,247.72000122070312,248.80999755859375,2099720
2025-03-14 17:30:00+00:00,247.88720703125,248.89999389648438,247.4199981689453,247.99000549316406,1764259
2025-03-14 17:45:00+00:00,248.63999938964844,249.35000610351562,247.5500946044922,247.85000610351562,1733789
2025-03-14 18:00:00+00:00,249.04989624023438,249.89999389648438,248.63999938964844,248.6898956298828,2337138
2025-03-14 18:15:00+00:00,249.10000610351562,249.6199951171875,248.3300018310547,249.0500030517578,1924825
2025-03-14 18:30:00+00:00,251.4149932861328,251.55999755859375,249.0,249.11500549316406,3324098
2025-03-14 18:45:00+00:00,249.86000061035156,251.5800018310547,249.11000061035156,251.47630310058594,2730817
2025-03-14 19:00:00+00:00,250.5500030517578,251.0,249.3125,249.75,2240815
2025-03-14 19:15:00+00:00,248.49000549316406,250.72999572753906,248.0,250.5850067138672,2762602
2025-03-14 19:30:00+00:00,248.1999969482422,249.3249969482422,247.7899932861328,248.50999450683594,2825971
2025-03-14 19:45:00+00:00,249.98049926757812,250.32989501953125,247.83999633789062,248.17999267578125,5530830
2025-03-17 13:30:00+00:00,243.24009704589844,245.01499938964844,238.86529541015625,244.97000122070312,14643086
2025-03-17 13:45:00+00:00,243.63999938964844,244.75,241.36129760742188,243.24000549316406,5451862
2025-03-17 14:00:00+00:00,242.6121063232422,243.97999572753906,240.8300018310547,243.72000122070312,5116941
2025-03-17 14:15:00+00:00,237.33799743652344,242.77830505371094,237.1999969482422,242.6199951171875,5526097
2025-03-17 14:30:00+00:00,240.16000366210938,240.22000122070312,236.8000030517578,237.34500122070312,5320726
2025-03-17 14:45:00+00:00,236.68930053710938,240.44000244140625,236.15069580078125,240.1649932861328,4435814
2025-03-17 15:00:00+00:00,236.16000366210938,237.5800018310547,234.39999389648438,236.74000549316406,5496517
2025-03-17 15:15:00+00:00,235.60000610351562,236.9199981689453,235.27029418945312,236.16000366210938,2854212
2025-03-17 15:30:00+00:00,234.25999450683594,236.1300048828125,233.60000610351562,235.60000610351562,4214587
2025-03-17 15:45:00+00:00,234.39939880371094,235.3699951171875,233.51400756835938,234.3000030517578,3301878
2025-03-17 16:00:00+00:00,235.09109497070312,236.10000610351562,233.72999572753906,234.40499877929688,3045899
2025-03-17 16:15:00+00:00,233.3699951171875,235.34500122070312,233.02000427246094,235.08770751953125,3440775
2025-03-17 16:30:00+00:00,233.23590087890625,234.52000427246094,232.8000946044922,233.39999389648438,3011075
2025-03-17 16:45:00+00:00,233.97300720214844,234.3699951171875,232.82000732421875,233.25999450683594,2173633
2025-03-17 17:00:00+00:00,235.3000030517578,235.39999389648438,233.33009338378906,233.92999267578125,2440765
2025-03-17 17:15:00+00:00,236.35499572753906,236.7093963623047,234.5601043701172,235.3719024658203,3057969
2025-03-17 17:30:00+00:00,237.42999267578125,237.72869873046875,235.79010009765625,236.35569763183594,3120863
2025-03-17 17:45:00+00:00,236.79989624023438,237.67999267578125,236.5500030517578,237.46499633789062,2095467
2025-03-17 18:00:00+00:00,237.89999389648438,238.16000366210938,236.17999267578125,236.77000427246094,2735706
2025-03-17 18:15:00+00:00,239.2949981689453,239.32000732421875,237.61000061035156,237.89999389648438,2711839
2025-03-17 18:30:00+00:00,239.5399932861328,239.89999389648438,238.9600067138672,239.2899932861328,2390860
2025-03-17 18:45:00+00:00,239.75,240.4199981689453,239.3000946044922,239.52999877929688,2531347
2025-03-17 19:00:00+00:00,238.48500061035156,240.0,238.39999389648438,239.7799072265625,2711592
2025-03-17 19:15:00+00:00,237.45010375976562,238.87899780273438,237.27999877929688,238.47459411621094,2473668
2025-03-17 19:30:00+00:00,238.96099853515625,239.17999267578125,237.14059448242188,237.4499969482422,2680568
2025-03-17 19:45:00+00:00,237.8000030517578,239.89999389648438,237.22000122070312,238.9949951171875,5024160
2025-03-18 13:30:00+00:00,223.6177978515625,230.10000610351562,223.17999267578125,229.18499755859375,19324925
2025-03-18 13:45:00+00:00,223.9091033935547,226.10000610351562,222.52999877929688,223.606201171875,6955076
2025-03-18 14:00:00+00:00,222.47999572753906,224.75399780273438,222.3000030517578,223.92999267578125,5836790
2025-03-18 14:15:00+00:00,225.08999633789062,225.52999877929688,222.27999877929688,222.55999755859375,5505149
2025-03-18 14:30:00+00:00,223.8527069091797,226.44000244140625,223.6699981689453,225.0500030517578,4631765
2025-03-18 14:45:00+00:00,224.58999633789062,225.1699981689453,223.24000549316406,223.86940002441406,3474292
2025-03-18 15:00:00+00:00,227.15499877929688,227.3000030517578,223.0500030517578,224.57000732421875,4284855
2025-03-18 15:15:00+00:00,227.9199981689453,228.8800048828125,226.8699951171875,227.08999633789062,4632666
2025-03-18 15:30:00+00:00,228.11000061035156,229.4600067138672,227.55999755859375,227.9199981689453,3651785
